"Year","OSHPD ID","Facility Name","County Name","ER Service Level Desc","Type","Count"
2016,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",79278
2017,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",23246
2017,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",82260
2018,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Admit",22509
2018,106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","COMPREHENSIVE","ED_Visit",84507
2013,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",631
2013,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",19632
2014,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",343
2014,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",23493
2015,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",566
2015,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",28169
2016,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",479
2016,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",31726
2017,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",496
2017,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",35980
2018,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Admit",459
2018,106100797,"ADVENTIST HEALTH REEDLEY","FRESNO","STANDBY","ED_Visit",38072
2013,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",11763
2013,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",58226
2014,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",10452
2014,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",66196
2015,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",10608
2015,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",74039
2016,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",11953
2016,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",65898
2017,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",18000
2017,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",73584
2018,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Admit",19914
2018,106100899,"ST. AGNES MEDICAL CENTER","FRESNO","BASIC","ED_Visit",72116
2017,106104047,"FRESNO SURGICAL HOSPITAL","FRESNO","NOT APPLICABLE","ED_Admit",1
2017,106104047,"FRESNO SURGICAL HOSPITAL","FRESNO","NOT APPLICABLE","ED_Visit",0
2013,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Admit",4330
2013,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Visit",25156
2014,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Admit",4003
2014,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Visit",27479
2015,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Admit",4469
2015,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Visit",32280
2016,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Admit",4996
2016,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Visit",35988
2017,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Admit",5522
2017,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Visit",37759
2018,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Admit",5377
2018,106104062,"KAISER FOUNDATION HOSPITAL - FRESNO","FRESNO","BASIC","ED_Visit",38155
2013,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Admit",166
2013,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Visit",5130
2014,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Admit",228
2014,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Visit",4895
2015,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Admit",206
2015,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Visit",5588
2016,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Admit",203
2016,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Visit",6520
2017,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Admit",174
2017,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Visit",6361
2018,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Admit",171
2018,106110889,"GLENN MEDICAL CENTER","GLENN","STANDBY","ED_Visit",5748
2013,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Admit",431
2013,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Visit",7498
2014,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Admit",519
2014,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Visit",7756
2015,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Admit",632
2015,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Visit",8144
2016,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Admit",616
2016,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Visit",9316
2017,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Admit",673
2017,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Visit",9160
2018,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Admit",649
2018,106141273,"NORTHERN INYO HOSPITAL","INYO","BASIC","ED_Visit",8660
2013,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Admit",57
2013,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Visit",922
2014,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Admit",30
2014,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Visit",1113
2015,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Admit",3
2015,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Visit",1218
2016,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Admit",1
2016,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Visit",1110
2017,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Admit",4
2017,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Visit",1571
2018,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Admit",31
2018,106141338,"SOUTHERN INYO HOSPITAL","INYO","STANDBY","ED_Visit",1445
2013,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Admit",815
2013,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Visit",9416
2014,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Admit",863
2014,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Visit",9770
2015,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Admit",790
2015,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Visit",10917
2016,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Admit",633
2016,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Visit",11289
2017,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Admit",637
2017,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Visit",11020
2018,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Admit",647
2018,106184008,"BANNER LASSEN MEDICAL CENTER","LASSEN","BASIC","ED_Visit",10325
2013,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Admit",2033
2013,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Visit",37442
